Transaction_ID,Date,Region,Product_Category,Product_SKU,Quantity,Unit_Price,Discount_Applied,Customer_Rating,Is_Member,Total_Sales,,
1053,2023-08-04 17:19:55,East,Garden,SKU-201,13,436.75,0,1,No,5677.75,,
1054,2023-11-05 5:48:17,North,Electronics,SKU-851,4,168.17,0.05,4,Yes,639.05,,
1055,2023-05-05 14:19:50,South,Home,SKU-787,33,270.86,0.2,2,Yes,7150.7,,
1056,2023-11-30 5:56:25,North,Garden,SKU-138,4,277.21,0.2,1,No,887.07,,
1057,2023-05-27 3:12:49,East,Clothing,SKU-481,17,160.39,0.15,3,Yes,2317.64,,
1058,2023-03-06 15:52:32,East,Clothing,SKU-132,32,438.22,0,3,No,14023.04,,
1059,2023-01-06 21:43:22,North,Garden,SKU-476,22,125.93,0.2,3,Yes,2216.37,,
1060,2023-05-10 4:25:03,East,Toys,SKU-631,12,101.24,0.15,4,Yes,1032.65,,
1061,2023-07-22 6:37:19,South,Electronics,SKU-980,31,314.11,0.1,5,Yes,8763.67,,
1062,2023-07-27 0:18:22,West,Electronics,SKU-254,27,263.67,0.05,1,No,6763.14,,
1063,2023-05-16 15:59:41,South,Home,SKU-983,13,96.55,0.05,2,No,1192.39,,
1064,2023-02-25 7:16:05,East,Toys,SKU-881,3,309.87,0.2,3,Yes,743.69,,
1065,2023-11-17 9:23:52,North,Home,SKU-404,34,388.79,0.05,2,No,12557.92,,
1066,2023-03-30 11:44:12,East,Clothing,SKU-271,17,383.29,0.2,2,Yes,5212.74,,
1067,2023-12-11 12:23:15,East,Clothing,SKU-693,12,462.43,0,2,Yes,5549.16,,
1068,2023-09-19 8:26:23,West,Garden,SKU-563,17,323.8,0.2,1,No,4403.68,,
1069,2023-11-07 0:06:46,South,Home,SKU-785,16,129.75,0.05,1,Yes,1972.2,,
1070,2023-06-22 13:38:20,North,Garden,SKU-389,10,18.93,0.05,4,Yes,179.84,,
1071,2023-09-21 22:48:35,South,Toys,SKU-804,8,307.03,0.05,4,Yes,2333.43,,
1072,2023-11-18 11:45:12,West,Garden,SKU-738,48,393.15,0,2,No,18871.2,,
1073,2023-04-30 20:54:25,East,Electronics,SKU-879,28,289.33,0.1,1,No,7291.12,,
1074,2023-08-28 15:14:59,North,Toys,SKU-295,11,204.18,0.1,5,Yes,2021.38,,
1075,2023-03-12 9:06:08,West,Toys,SKU-767,13,471.21,0.05,2,Yes,5819.44,,
1076,2023-10-18 10:56:37,North,Home,SKU-362,6,343,0,3,No,2058,,
1077,2023-05-30 1:04:18,West,Electronics,SKU-618,24,428.79,0.2,5,Yes,8232.77,,
1078,2023-11-01 0:44:41,East,Home,SKU-727,32,355.04,0.1,2,Yes,10225.15,,
1079,2023-01-15 14:45:39,East,Home,SKU-852,17,142.29,0.1,1,Yes,2177.04,,
1080,2023-06-10 16:46:26,East,Electronics,SKU-120,40,472.98,0.15,3,No,16081.32,,
1081,2023-04-04 4:46:57,North,Clothing,SKU-524,12,227.6,0,2,No,2731.2,,
1082,2023-07-17 20:32:48,West,Home,SKU-396,26,294.8,0.15,3,Yes,6515.08,,
1083,2023-07-03 21:53:48,North,Clothing,SKU-188,7,387.52,0.15,3,Yes,2305.74,,
1084,2023-06-01 23:36:10,North,Garden,SKU-272,17,331.69,0.2,2,No,4510.98,,
1085,2023-11-23 5:20:22,East,Electronics,SKU-297,49,309.23,0.2,3,Yes,12121.82,,
1086,2023-07-17 8:34:57,South,Home,SKU-441,34,340.29,0.15,5,No,9834.38,,
1087,2023-09-17 16:02:29,South,Clothing,SKU-637,47,286.77,0,3,Yes,13478.19,,
1088,2023-11-20 18:04:57,East,Home,SKU-253,41,369.5,0.15,4,No,12877.08,,
1089,2023-04-04 2:47:06,East,Clothing,SKU-694,20,338.36,0.05,1,Yes,6428.84,,
1090,2023-07-12 9:44:40,West,Home,SKU-213,40,261.02,0,5,No,10440.8,,
1091,2023-12-21 19:12:18,East,Electronics,SKU-361,25,93.36,0,2,No,2334,,
1092,2023-12-04 21:00:04,North,Clothing,SKU-103,43,174.46,0.05,2,Yes,7126.69,,
1093,2023-08-24 21:49:36,West,Electronics,SKU-276,7,130.97,0.2,3,Yes,733.43,,
1094,2023-06-24 20:05:39,North,Toys,SKU-400,12,204.14,0,2,No,2449.68,,
1095,2023-08-24 2:55:51,West,Garden,SKU-900,17,227.18,0.05,1,Yes,3668.96,,
1096,2023-02-23 9:34:12,West,Garden,SKU-894,4,309.02,0,1,No,1236.08,,
1097,2023-11-02 16:24:03,East,Toys,SKU-365,23,11.08,0.15,1,Yes,216.61,,
1098,2023-01-19 12:02:16,East,Home,SKU-632,16,406.77,0.05,3,No,6182.9,,
1099,2023-12-07 16:09:19,West,Electronics,SKU-734,29,187.88,0.1,5,Yes,4903.67,,
1100,2023-10-23 0:40:16,South,Clothing,SKU-829,36,322.89,0,5,Yes,11624.04,,
1101,2023-05-18 19:26:26,East,Garden,SKU-367,25,80.59,0.15,3,No,1712.54,,
1102,2023-03-29 8:11:34,East,Clothing,SKU-633,27,80.08,0.05,5,No,2054.05,,
1103,2023-08-08 21:08:55,South,Electronics,SKU-525,33,47.73,0.1,3,No,1417.58,,
1104,2023-02-02 10:17:58,North,Electronics,SKU-874,30,472.41,0.05,1,No,13463.69,,
1105,2023-01-11 1:01:15,South,Electronics,SKU-452,44,486.85,0,3,No,21421.4,,
1106,2023-05-13 16:38:01,North,Clothing,SKU-635,37,354.53,0.15,4,Yes,11149.97,,
1107,2023-10-18 18:42:56,South,Clothing,SKU-888,39,31.56,0,4,No,1230.84,,
1108,2023-08-17 14:20:05,South,Home,SKU-772,43,396.64,0.1,2,No,15349.97,,
1109,2023-06-19 22:07:47,South,Toys,SKU-782,2,145.57,0.1,2,Yes,262.03,,
1110,2023-10-03 16:46:09,East,Home,SKU-105,11,486.48,0.05,3,No,5083.72,,
1111,2023-03-29 12:35:48,East,Toys,SKU-961,36,311.99,0.05,2,No,10670.06,,
1112,2023-10-17 7:26:01,West,Electronics,SKU-360,17,271.9,0.15,3,Yes,3928.95,,
1113,2023-04-03 0:42:13,East,Home,SKU-200,19,293.09,0.2,3,No,4454.97,,
1114,2023-10-24 15:06:58,North,Garden,SKU-997,1,186.38,0.1,4,No,167.74,,
1115,2023-10-16 20:36:04,North,Garden,SKU-797,12,308.33,0.05,5,No,3514.96,,
1116,2023-03-30 9:24:32,South,Toys,SKU-660,16,453.07,0.2,3,Yes,5799.3,,
1117,2023-01-09 6:49:31,South,Garden,SKU-981,1,407.97,0.1,4,Yes,367.17,,
1118,2023-04-25 13:35:28,North,Garden,SKU-595,27,347.57,0,1,No,9384.39,,
1119,2023-04-17 21:15:03,West,Clothing,SKU-247,24,120.28,0.2,3,No,2309.38,,
1120,2023-04-10 17:36:27,North,Clothing,SKU-876,8,61.46,0.1,1,No,442.51,,
1121,2023-06-23 21:26:56,South,Garden,SKU-313,24,423.99,0.2,1,No,8140.61,,
1122,2023-01-01 1:57:11,West,Clothing,SKU-380,3,412.36,0.15,4,Yes,1051.52,,
1123,2023-07-27 10:10:02,West,Garden,SKU-125,48,340.12,0.15,4,Yes,13876.9,,
1124,2023-10-16 15:17:11,East,Home,SKU-801,35,437.75,0.1,1,No,13789.12,,
1125,2023-09-11 12:51:55,North,Toys,SKU-440,27,266.02,0.15,5,Yes,6105.16,,
1126,2023-01-30 13:42:53,South,Garden,SKU-146,33,445.13,0.2,3,No,11751.43,,
1127,2023-08-26 13:31:09,South,Toys,SKU-535,14,250.92,0.15,1,Yes,2985.95,,
1128,2023-09-19 13:53:12,South,Home,SKU-183,32,331.56,0,2,No,10609.92,,
1129,2023-09-03 4:03:29,West,Toys,SKU-235,38,76.73,0.1,5,No,2624.17,,
1130,2023-05-06 14:11:07,West,Home,SKU-804,8,97.57,0.15,2,No,663.48,,
1131,2023-05-12 7:45:19,West,Electronics,SKU-924,34,405.67,0.1,1,Yes,12413.5,,
1132,2023-05-07 20:57:00,South,Electronics,SKU-539,40,154.89,0.2,3,Yes,4956.48,,
1133,2023-02-25 19:32:32,South,Toys,SKU-651,33,352.34,0.05,2,No,11045.86,,
1134,2023-10-27 15:17:20,South,Toys,SKU-885,38,318.67,0.05,5,No,11503.99,,
1135,2023-03-22 2:48:01,East,Clothing,SKU-498,36,127.33,0.05,2,No,4354.69,,
1136,2023-06-14 10:26:27,North,Electronics,SKU-635,8,161.55,0.15,1,No,1098.54,,
1137,2023-10-10 5:37:19,North,Clothing,SKU-858,35,290.24,0,5,No,10158.4,,
1138,2023-01-18 16:30:08,North,Home,SKU-215,1,311.63,0.2,5,Yes,249.3,,
1139,2023-07-12 14:55:24,South,Electronics,SKU-303,36,333.09,0.15,3,Yes,10192.55,,
1140,2023-12-24 21:51:57,West,Toys,SKU-296,17,373.08,0.15,4,Yes,5391.01,,
1141,2023-02-07 21:38:11,South,Home,SKU-603,21,246.93,0.15,1,No,4407.7,,
1142,2023-08-03 14:43:32,South,Home,SKU-653,40,324.78,0.05,5,Yes,12341.64,,
1143,2023-04-29 23:05:32,East,Toys,SKU-658,45,161.72,0.05,3,Yes,6913.53,,
1144,2023-02-16 5:04:45,North,Clothing,SKU-927,3,322.73,0.05,2,No,919.78,,
1145,2023-04-03 6:25:24,West,Clothing,SKU-664,32,178.12,0,1,Yes,5699.84,,
1146,2023-08-03 18:32:51,West,Toys,SKU-158,37,331.48,0.15,2,No,10425.05,,
1147,2023-05-04 17:29:21,West,Garden,SKU-511,42,164.86,0.15,1,No,5885.5,,
1148,2023-09-02 16:06:23,South,Electronics,SKU-493,35,11.61,0.05,3,No,386.03,,
1149,2023-05-15 12:43:37,South,Home,SKU-557,35,276.27,0.15,3,No,8219.03,,
1150,2023-03-08 6:54:19,South,Clothing,SKU-856,23,429.54,0.2,5,Yes,7903.54,,
1151,2023-02-20 0:38:23,South,Electronics,SKU-927,39,230.44,0.15,3,Yes,7639.09,,
1152,2023-08-20 6:51:49,South,Toys,SKU-925,28,110.85,0.2,4,No,2483.04,,
1153,2023-02-03 0:46:38,East,Electronics,SKU-569,21,209.42,0.05,4,No,4177.93,,
1154,2023-06-13 20:49:52,West,Garden,SKU-893,29,453.48,0.05,2,Yes,12493.37,,
1155,2023-12-03 11:11:14,East,Toys,SKU-563,3,178.68,0.2,1,Yes,428.83,,
1156,2023-08-16 0:03:49,North,Clothing,SKU-640,37,372.8,0.1,4,Yes,12414.24,,
1157,2023-06-16 3:40:43,East,Garden,SKU-307,44,203.58,0.05,5,Yes,8509.64,,
1158,2023-08-24 3:18:26,West,Toys,SKU-931,49,89.93,0,4,No,4406.57,,
1159,2023-05-03 19:38:30,South,Clothing,SKU-440,27,156.36,0.05,5,Yes,4010.63,,
1160,2023-03-22 23:39:07,North,Toys,SKU-222,28,438.95,0,1,No,12290.6,,
1161,2023-06-14 11:01:32,South,Toys,SKU-571,40,178.16,0.15,3,Yes,6057.44,,
1162,2023-06-21 0:33:14,West,Home,SKU-125,19,129.71,0.15,5,Yes,2094.82,,
1163,2023-11-09 12:39:00,West,Home,SKU-222,34,117.94,0,3,Yes,4009.96,,
1164,2023-05-26 23:05:38,West,Electronics,SKU-159,16,244.28,0.15,1,No,3322.21,,
1165,2023-10-18 1:37:03,West,Clothing,SKU-323,28,411.31,0.1,1,No,10365.01,,
1166,2023-08-27 19:14:18,North,Electronics,SKU-603,6,353.9,0.1,2,Yes,1911.06,,
1167,2023-04-09 19:02:34,North,Clothing,SKU-233,13,138.82,0.05,2,No,1714.43,,
1168,2023-02-22 18:27:24,South,Toys,SKU-296,30,331.19,0.05,1,Yes,9438.92,,
1169,2023-02-26 2:37:17,East,Clothing,SKU-820,36,393.45,0.05,2,No,13455.99,,
1170,2023-02-10 12:24:06,South,Electronics,SKU-995,28,200.03,0.15,4,No,4760.71,,
1171,2023-01-16 2:44:01,North,Electronics,SKU-716,1,487.19,0.15,3,No,414.11,,
1172,2023-05-28 8:04:55,East,Electronics,SKU-913,25,27.45,0.2,4,Yes,549,,
1173,2023-04-15 11:34:02,North,Clothing,SKU-459,28,30.63,0,5,Yes,857.64,,
1174,2023-01-04 18:30:22,North,Electronics,SKU-797,17,180.47,0,4,Yes,3067.99,,
1175,2023-02-05 0:21:08,North,Toys,SKU-869,13,415,0.2,3,No,4316,,
1176,2023-07-12 4:52:19,South,Home,SKU-721,13,436.11,0,3,No,5669.43,,
1177,2023-02-26 22:17:25,West,Home,SKU-957,31,301.85,0.05,5,No,8889.48,,
1178,2023-11-22 5:25:54,North,Toys,SKU-248,44,447.73,0,2,No,19700.12,,
1179,2023-07-25 12:39:49,North,Home,SKU-215,15,475.64,0.15,1,No,6064.41,,
1180,2023-10-14 9:17:48,North,Electronics,SKU-420,15,486.78,0.15,5,No,6206.44,,
1181,2023-11-14 15:56:19,West,Clothing,SKU-172,37,182.8,0.15,1,Yes,5749.06,,
1182,2023-03-05 16:39:56,East,Garden,SKU-375,24,122.65,0.05,5,Yes,2796.42,,
1183,2023-09-08 0:33:03,East,Garden,SKU-864,46,66.18,0.1,3,Yes,2739.85,,
1184,2023-01-28 11:53:55,North,Toys,SKU-943,22,142.31,0.15,1,No,2661.2,,
1185,2023-01-26 0:13:58,South,Electronics,SKU-234,4,191.56,0.05,2,Yes,727.93,,
1186,2023-08-21 13:14:53,South,Clothing,SKU-254,42,378,0.15,2,No,13494.6,,
1187,2023-10-26 12:49:26,West,Electronics,SKU-957,1,324.06,0.05,4,Yes,307.86,,
1188,2023-10-28 8:15:16,South,Electronics,SKU-878,21,367.03,0.15,2,Yes,6551.49,,
1189,2023-04-17 20:54:59,East,Clothing,SKU-846,17,85.61,0.2,4,Yes,1164.3,,
1190,2023-01-23 18:52:20,East,Clothing,SKU-272,45,287.92,0.15,3,No,11012.94,,
1191,2023-04-18 19:39:32,South,Electronics,SKU-967,22,298.41,0.2,1,Yes,5252.02,,
1192,2023-05-16 17:14:40,West,Toys,SKU-953,44,177,0,5,Yes,7788,,
1193,2023-04-18 20:14:32,South,Electronics,SKU-663,26,371.07,0.1,1,Yes,8683.04,,
1194,2023-05-06 4:44:49,South,Home,SKU-210,11,492.26,0.1,3,Yes,4873.37,,
1195,2023-03-26 11:04:37,North,Home,SKU-793,25,104.78,0.05,2,Yes,2488.52,,
1196,2023-09-09 17:50:50,West,Garden,SKU-561,5,288.15,0.2,3,Yes,1152.6,,
1197,2023-08-04 17:09:46,North,Garden,SKU-663,5,238.53,0.05,5,No,1133.02,,
1198,2023-05-04 16:54:57,East,Home,SKU-501,36,343.53,0.1,4,No,11130.37,,
1199,2023-06-05 22:58:21,East,Clothing,SKU-413,48,241.09,0.1,4,No,10415.09,,
1200,2023-07-21 23:11:56,West,Garden,SKU-833,28,375.94,0,1,No,10526.32,,
1201,2023-05-18 15:26:54,East,Electronics,SKU-558,26,344.35,0.2,4,No,7162.48,,
1202,2023-03-23 21:26:30,West,Garden,SKU-295,6,40.21,0,4,Yes,241.26,,
1203,2023-09-21 8:06:43,South,Garden,SKU-685,48,426.91,0.1,5,No,18442.51,,
1204,2023-12-11 15:42:41,East,Home,SKU-590,9,385.02,0.2,5,No,2772.14,,
1205,2023-04-02 19:21:44,North,Electronics,SKU-906,15,457.4,0.05,4,Yes,6517.95,,
1206,2023-07-08 14:56:06,North,Electronics,SKU-947,22,234.96,0.15,4,No,4393.75,,
1207,2023-08-02 11:17:34,North,Clothing,SKU-499,6,359.71,0.1,1,Yes,1942.43,,
1208,2023-11-22 3:12:13,South,Home,SKU-219,23,323.68,0,3,No,7444.64,,
1209,2023-11-24 21:01:53,West,Home,SKU-292,7,55.81,0.2,5,Yes,312.54,,
1210,2023-08-24 21:41:18,North,Clothing,SKU-594,36,133.23,0.2,1,No,3837.02,,
1211,2023-04-01 18:32:16,South,Toys,SKU-155,25,47.78,0,5,Yes,1194.5,,
1212,2023-08-04 4:00:07,West,Home,SKU-493,11,73.26,0.05,5,No,765.57,,
1213,2023-03-08 9:11:11,East,Home,SKU-494,26,149.2,0.1,5,No,3491.28,,
1214,2023-06-14 0:45:35,South,Clothing,SKU-574,18,179.99,0,1,No,3239.82,,
1215,2023-01-06 3:48:48,West,Garden,SKU-360,25,266.98,0.1,4,No,6007.05,,
1216,2023-08-17 16:13:01,North,Garden,SKU-390,11,267.22,0,4,Yes,2939.42,,
1217,2023-09-11 0:01:47,South,Electronics,SKU-499,38,341.83,0.2,3,No,10391.63,,
1218,2023-07-17 4:42:07,East,Garden,SKU-558,11,287.1,0,4,Yes,3158.1,,
1219,2023-07-24 3:19:04,South,Home,SKU-843,16,156.11,0.15,5,Yes,2123.1,,
1220,2023-03-11 3:38:22,East,Home,SKU-201,43,369.23,0.15,5,No,13495.36,,
1221,2023-12-08 8:29:58,East,Toys,SKU-426,18,140.96,0.1,2,Yes,2283.55,,
1222,2023-01-13 2:30:08,East,Home,SKU-344,37,420.59,0.05,1,No,14783.74,,
1223,2023-11-11 23:19:22,North,Electronics,SKU-629,18,335.77,0.05,4,No,5741.67,,
1224,2023-07-03 17:02:31,East,Toys,SKU-425,49,270.3,0.1,2,Yes,11920.23,,
1225,2023-09-20 11:13:22,West,Home,SKU-314,16,170.46,0.1,3,No,2454.62,,
1226,2023-03-22 22:36:33,North,Electronics,SKU-994,2,353.6,0,4,No,707.2,,
1227,2023-03-19 12:17:28,West,Home,SKU-955,8,10.46,0.1,4,Yes,75.31,,
1228,2023-10-24 1:59:40,West,Toys,SKU-536,37,414.05,0.05,4,No,14553.86,,
1229,2023-02-06 3:46:44,West,Toys,SKU-241,30,53.09,0.2,2,Yes,1274.16,,
1230,2023-11-07 12:38:42,South,Garden,SKU-464,44,313.8,0.1,5,No,12426.48,,
1231,2023-04-22 15:17:54,East,Toys,SKU-192,44,499.57,0.15,5,No,18683.92,,
1232,2023-05-29 5:06:27,West,Clothing,SKU-938,17,387.71,0.05,4,No,6261.52,,
1233,2023-09-14 6:31:48,South,Electronics,SKU-972,19,446.41,0.05,1,Yes,8057.7,,
1234,2023-12-14 8:53:56,South,Clothing,SKU-792,45,348.26,0.15,1,No,13320.94,,
1235,2023-12-24 22:32:48,North,Electronics,SKU-290,40,364.59,0.2,1,No,11666.88,,
1236,2023-10-03 6:50:13,North,Electronics,SKU-772,20,232.12,0.2,3,No,3713.92,,
1237,2023-01-25 18:24:08,South,Toys,SKU-385,9,363.24,0.05,4,Yes,3105.7,,
1238,2023-10-09 7:27:00,East,Clothing,SKU-163,46,272.86,0.05,1,No,11923.98,,
1239,2023-03-18 8:43:02,North,Home,SKU-181,19,50.44,0.05,2,Yes,910.44,,
1240,2023-01-11 15:20:36,North,Electronics,SKU-769,38,328.07,0.05,2,Yes,11843.33,,
1241,2023-03-16 7:48:04,East,Toys,SKU-508,20,203.77,0,1,Yes,4075.4,,
1242,2023-06-16 18:15:21,North,Clothing,SKU-822,34,352.6,0.2,3,Yes,9590.72,,
1243,2023-04-14 7:28:46,South,Home,SKU-425,30,220.26,0,3,Yes,6607.8,,
1244,2023-12-01 17:24:04,South,Electronics,SKU-107,32,260.14,0.05,3,No,7908.26,,
1245,2023-03-06 13:59:27,North,Home,SKU-433,48,173.93,0.2,5,Yes,6678.91,,
1246,2023-01-24 17:46:07,South,Electronics,SKU-622,14,402.51,0.15,3,Yes,4789.87,,
1247,2023-01-04 0:53:15,West,Toys,SKU-461,20,419.36,0.15,2,No,7129.12,,
1248,2023-07-07 13:00:56,West,Toys,SKU-889,25,431.21,0,3,No,10780.25,,
1249,2023-04-18 6:11:41,East,Home,SKU-104,2,55.85,0.1,2,Yes,100.53,,
1250,2023-08-14 22:29:55,South,Home,SKU-168,31,282.79,0.05,1,No,8328.17,,
1251,2023-09-01 0:48:02,West,Clothing,SKU-800,26,34.8,0.15,1,No,769.08,,
1252,2023-01-21 20:10:03,South,Clothing,SKU-675,30,315.32,0.05,3,Yes,8986.62,,
1253,2023-11-08 4:14:28,South,Clothing,SKU-341,34,204.85,0.15,3,No,5920.16,,
1254,2023-12-22 23:33:19,East,Clothing,SKU-484,13,24.66,0.1,3,Yes,288.52,,
1255,2023-05-16 12:49:42,West,Electronics,SKU-710,15,455.69,0.05,2,Yes,6493.58,,
1256,2023-07-01 23:13:38,East,Toys,SKU-413,12,198.25,0.2,2,No,1903.2,,
1257,2023-08-15 17:45:46,East,Toys,SKU-584,10,450.52,0,1,Yes,4505.2,,
1258,2023-05-04 5:46:25,North,Garden,SKU-239,43,276.33,0.1,3,No,10693.97,,
1259,2023-02-04 6:56:50,West,Garden,SKU-963,36,333.28,0,3,No,11998.08,,
1260,2023-12-06 11:35:52,East,Electronics,SKU-890,22,389.55,0.05,4,No,8141.6,,
1261,2023-03-03 23:18:54,West,Clothing,SKU-529,8,277.16,0,5,No,2217.28,,
1262,2023-08-16 10:04:08,North,Electronics,SKU-425,34,20.87,0.2,1,No,567.66,,
1263,2023-12-03 1:49:11,South,Garden,SKU-564,3,294.43,0.05,4,Yes,839.13,,
1264,2023-04-23 12:20:19,North,Home,SKU-767,3,281.76,0.05,4,Yes,803.02,,
1265,2023-11-06 16:29:45,East,Clothing,SKU-513,29,488.46,0.05,5,Yes,13457.07,,
1266,2023-04-26 1:51:03,South,Electronics,SKU-946,15,300.2,0,5,No,4503,,
1267,2023-04-02 3:32:48,West,Home,SKU-714,40,138.83,0.2,4,Yes,4442.56,,
1268,2023-01-29 21:52:31,South,Garden,SKU-805,30,244.77,0,1,Yes,7343.1,,
1269,2023-08-23 10:29:55,North,Toys,SKU-957,31,405.26,0.1,1,Yes,11306.75,,
1270,2023-06-17 18:32:24,South,Garden,SKU-809,2,20.58,0,1,No,41.16,,
1271,2023-08-15 6:34:36,South,Clothing,SKU-446,30,24.96,0.1,1,Yes,673.92,,
1272,2023-10-03 13:36:12,North,Home,SKU-596,42,198.77,0.2,5,Yes,6678.67,,
1273,2023-08-12 3:10:35,South,Toys,SKU-992,17,233.62,0.15,5,No,3375.81,,
1274,2023-12-01 19:25:26,East,Clothing,SKU-485,21,275.12,0,3,No,5777.52,,
1275,2023-10-06 12:49:18,West,Home,SKU-557,19,234.7,0.05,5,Yes,4236.34,,
1276,2023-11-30 11:25:38,West,Electronics,SKU-800,14,58.24,0.1,1,No,733.82,,
1277,2023-04-10 14:01:51,East,Garden,SKU-567,42,78.1,0,2,No,3280.2,,
1278,2023-08-15 7:33:24,North,Electronics,SKU-770,43,303.47,0,2,No,13049.21,,
1279,2023-12-22 13:04:23,South,Clothing,SKU-592,14,66.02,0.2,2,No,739.42,,
